FECHA_TRANSACCION;Cliente_ID;Producto_ID;Volumen_Vendido;Precio_Unitario_Real;Costo_Venta_Unitario;Gasto_Marketing
2016-02-07;CLI0492;HIG_Q03;364;12617,89;10474,41;3697122,37
2016-02-07;CLI0021;DIS_S04;40;8489,36;5455,92;0
2016-02-08;CLI0234;DIS_S05;367;1606,51;1173,4;0
2016-02-08;CLI0202;DIS_S04;65;2704,76;1712,33;0
2016-02-08;CLI0279;LIM_Q01;489;2572,58;2216,74;0
2016-02-08;CLI0131;HIG_Q03;364;3343,86;3018,63;0
2016-02-09;CLI0029;DIS_S04;295;10915,89;6588,75;0
2016-02-09;CLI0458;LIM_Q02;14;6052,95;4414,49;0
2016-02-09;CLI0361;HIG_Q03;287;6639,03;3969,63;0
2016-02-09;CLI0416;LIM_Q01;198;12661,36;6060,09;0
2016-02-09;CLI0148;LIM_Q02;485;5508,16;3984,36;0
2016-02-10;CLI0308;HIG_Q03;154;2168,78;1369,26;0
2016-02-10;CLI0371;HIG_Q03;403;8561,62;6846,69;0
2016-02-10;CLI0430;HIG_Q03;464;3009,01;2091,55;0
2016-02-10;CLI0162;DIS_S04;205;10813,11;7134,89;4323357,82
2016-02-10;CLI0357;LIM_Q01;435;11892,03;7291,74;0
2016-02-10;CLI0340;DIS_S04;36;12934,54;7909,82;0
2016-02-11;CLI0061;LIM_Q01;136;2636,23;1560,61;0
2016-02-11;CLI0125;DIS_S05;144;5589,19;3307,34;0
2016-02-12;CLI0243;DIS_S04;270;14861,44;7793,9;0
2016-02-12;CLI0466;LIM_Q02;110;11714,46;8867,18;0
2016-02-12;CLI0364;DIS_S04;17;11273,44;5676,94;0
2016-02-12;CLI0071;LIM_Q01;340;6045,04;3347,45;0
2016-02-12;CLI0326;DIS_S04;126;7692,98;4475,49;0
2016-02-12;CLI0456;DIS_S05;32;11422,5;6802,18;0
2016-02-12;CLI0395;LIM_Q02;401;1824,27;1440,29;0
2016-02-13;CLI0490;HIG_Q03;208;13069,61;8850,5;0
2016-02-13;CLI0249;HIG_Q03;95;2007,9;1220,77;0
2016-02-14;CLI0021;LIM_Q02;188;13113,74;9835,26;0
2016-02-14;CLI0221;DIS_S05;237;9797,11;5158,87;0
2016-02-14;CLI0473;DIS_S05;395;9179,73;4250,73;0
2016-02-14;CLI0447;LIM_Q01;481;14481,53;8139,5;0
2016-02-15;CLI0082;LIM_Q01;21;8236,85;4785,83;0
2016-02-15;CLI0387;DIS_S04;249;14503,6;9353,19;0
2016-02-15;CLI0494;HIG_Q03;459;15437,29;12094,37;0
2016-02-16;CLI0344;DIS_S04;312;10193,72;5830,74;0
2016-02-16;CLI0367;HIG_Q03;243;15709,9;8618,34;0
2016-02-17;CLI0486;HIG_Q03;192;10201,43;5124,4;0
2016-02-18;CLI0010;HIG_Q03;291;12700,42;9134,39;0
2016-02-18;CLI0411;HIG_Q03;367;13953,98;10525,62;0
2016-02-18;CLI0012;DIS_S04;385;10020,43;5553,65;0
2016-02-18;CLI0263;LIM_Q01;438;3357,74;2201,32;0
2016-02-18;CLI0145;HIG_Q03;199;2741,08;2177,45;0
2016-02-18;CLI0449;DIS_S05;335;3091,05;2392,22;0
2016-02-19;CLI0114;DIS_S04;35;10623,79;6855,22;0
2016-02-19;CLI0250;DIS_S05;267;8726,24;6068,05;0
2016-02-19;CLI0192;LIM_Q01;224;8019,9;5504,13;0
2016-02-20;CLI0026;HIG_Q03;279;9353,71;5711,47;0
2016-02-21;CLI0271;LIM_Q01;91;15025,87;7959,7;0
2016-02-21;CLI0499;HIG_Q03;367;6634,2;4507,14;0
2016-02-22;CLI0033;HIG_Q03;194;14853,78;9036,73;0
2016-02-22;CLI0062;LIM_Q01;297;2886,21;1933,19;0
2016-02-23;CLI0229;HIG_Q03;71;10654,83;5984,17;0
2016-02-24;CLI0303;HIG_Q03;380;9337,46;5028,06;0
2016-02-24;CLI0095;LIM_Q02;471;11593,49;6191,65;0
2016-02-25;CLI0076;HIG_Q03;40;5745,03;3528,69;0
2016-02-25;CLI0456;LIM_Q01;433;7034,76;4484,49;0
2016-02-25;CLI0193;LIM_Q01;406;4083,83;3508,32;0
2016-02-25;CLI0035;LIM_Q02;39;8166,5;4017,41;0
2016-02-26;CLI0379;DIS_S05;302;7718,88;5375,15;0
2016-02-26;CLI0249;LIM_Q01;182;8112,61;5645,5;1597032,24
2016-02-26;CLI0083;HIG_Q03;111;10613,88;5155,57;0
2016-02-27;CLI0025;DIS_S05;137;14475,94;6106,83;0
2016-02-27;CLI0057;LIM_Q02;95;14785,97;9704,08;0
2016-02-27;CLI0032;LIM_Q01;324;6652,33;3395,47;0
2016-02-28;CLI0319;HIG_Q03;37;2435,98;1832,52;0
2016-02-28;CLI0012;LIM_Q02;131;12945,18;9413,29;0
2016-02-29;CLI0092;HIG_Q03;412;9538,41;5322,42;0
2016-02-29;CLI0333;LIM_Q02;70;8008,59;7183,23;0
2016-02-29;CLI0319;DIS_S04;260;8865,58;5225,44;0
2016-03-01;CLI0001;DIS_S05;180;10562,73;7220,87;0
2016-03-01;CLI0435;DIS_S04;452;12154,99;9268,04;0
2016-03-01;CLI0326;DIS_S04;281;14760,17;12010,32;0
2016-03-01;CLI0136;DIS_S04;334;14751,3;11301,23;0
2016-03-02;CLI0196;LIM_Q01;309;12639,39;5884,69;2150533,79
2016-03-02;CLI0133;HIG_Q03;122;14851,73;8695,98;0
2016-03-02;CLI0473;DIS_S04;203;2161,7;1631,33;0
2016-03-02;CLI0086;LIM_Q02;403;13880,5;7087,71;0
2016-03-03;CLI0476;DIS_S05;440;2581,87;1497,56;0
2016-03-04;CLI0279;LIM_Q02;349;3609,39;2441,48;0
2016-03-04;CLI0295;HIG_Q03;28;12339,33;7783,87;4161101,19
2016-03-05;CLI0324;LIM_Q01;102;6702,92;4525,97;0
2016-03-05;CLI0180;DIS_S04;226;4450,5;2728,98;0
2016-03-05;CLI0004;LIM_Q02;474;8188,92;5146,4;0
2016-03-06;CLI0126;HIG_Q03;188;7926,89;5124,28;0
2016-03-06;CLI0175;LIM_Q02;406;2190,34;1744,33;0
2016-03-07;CLI0251;LIM_Q01;200;14748,83;7986,93;0
2016-03-07;CLI0021;DIS_S05;409;12661,35;6906,34;0
2016-03-07;CLI0485;DIS_S04;446;11828;7388,45;0
2016-03-07;CLI0440;HIG_Q03;172;15214;9121,7;0
2016-03-08;CLI0016;DIS_S05;241;6577,68;4752,45;0
2016-03-08;CLI0049;LIM_Q02;82;13475,04;9906,29;0
2016-03-08;CLI0263;LIM_Q02;76;9707,31;7193,27;0
2016-03-08;CLI0105;DIS_S04;109;12180,58;6491,97;0
2016-03-08;CLI0066;DIS_S04;196;15448,9;10312,34;1864011,13
2016-03-08;CLI0443;DIS_S04;304;7691,27;5895,91;0
2016-03-09;CLI0343;DIS_S04;311;7281,71;4195,54;0
2016-03-09;CLI0145;LIM_Q01;198;2297,26;1047,41;0
2016-03-09;CLI0340;HIG_Q03;59;11232,58;6012,75;0
2016-03-09;CLI0250;LIM_Q02;318;6146,82;2744,31;0
2016-03-10;CLI0075;HIG_Q03;133;13855,67;8645,99;3439907,19
2016-03-10;CLI0290;HIG_Q03;166;12986,34;8671,8;0
2016-03-10;CLI0354;LIM_Q01;317;4634,38;2975,6;0
2016-03-11;CLI0417;HIG_Q03;270;2232,24;1684,01;3177431,38
2016-03-11;CLI0282;HIG_Q03;204;5015,98;3827,28;0
2016-03-12;CLI0066;DIS_S05;339;3874,96;2589,28;0
2016-03-12;CLI0125;HIG_Q03;360;9882,16;9299,12;0
2016-03-12;CLI0319;LIM_Q01;340;7613,13;3939,24;0
2016-03-12;CLI0087;LIM_Q02;265;7795,65;3658,37;0
2016-03-12;CLI0041;LIM_Q01;474;3401,23;1952,98;0
2016-03-12;CLI0470;DIS_S04;433;7212,36;5753,26;0
2016-03-13;CLI0380;DIS_S04;381;4012,46;2647,85;0
2016-03-13;CLI0266;LIM_Q01;77;6447,64;3784,12;0
2016-03-13;CLI0335;LIM_Q01;395;8997,34;7798,09;0
2016-03-13;CLI0186;DIS_S05;498;5592,17;3529,12;0
2016-03-13;CLI0354;DIS_S05;209;10728,55;7136,45;0
2016-03-14;CLI0271;DIS_S04;455;6017,35;4027,66;0
2016-03-15;CLI0185;LIM_Q02;195;9699,53;6619,63;1068573,29
2016-03-15;CLI0042;HIG_Q03;89;6166,56;4608,42;0
2016-03-15;CLI0093;HIG_Q03;242;10771,47;8063,08;0
2016-03-16;CLI0444;DIS_S04;334;2338,55;1415,21;0
2016-03-16;CLI0265;DIS_S04;451;3970,73;2359,23;0
2016-03-16;CLI0215;LIM_Q01;114;14875,5;6320,37;0
2016-03-16;CLI0017;LIM_Q01;478;4380,96;3468,36;0
2016-03-17;CLI0292;LIM_Q01;151;4020,07;2078,38;0
2016-03-17;CLI0457;LIM_Q01;408;2265,02;1297,59;0
2016-03-17;CLI0114;HIG_Q03;428;4726,24;4313,39;0
2016-03-18;CLI0464;DIS_S05;399;6523,81;5071,62;3361300,46
2016-03-18;CLI0292;LIM_Q02;281;9585,04;6863,57;0
2016-03-19;CLI0048;LIM_Q02;352;11566,03;6680,86;0
2016-03-19;CLI0307;HIG_Q03;133;6025,06;3519,8;0
2016-03-19;CLI0097;LIM_Q01;232;8964,05;5717,87;0
2016-03-20;CLI0375;DIS_S05;499;13011,42;8636,83;0
2016-03-20;CLI0095;LIM_Q01;183;7891,98;3213,47;0
2016-03-21;CLI0326;DIS_S04;200;12001,13;9373,29;0
2016-03-21;CLI0074;HIG_Q03;149;13863,9;6830,53;0
2016-03-22;CLI0406;LIM_Q02;85;10498,86;8122,75;0
2016-03-22;CLI0246;HIG_Q03;284;10531,77;6217,5;0
2016-03-22;CLI0068;LIM_Q01;128;8285,65;4773,66;0
2016-03-22;CLI0336;LIM_Q02;306;13680,35;10029,74;1063701,66
2016-03-23;CLI0077;LIM_Q01;118;6843,21;4251,62;0
2016-03-23;CLI0208;DIS_S05;128;13523,65;9043,07;0
2016-03-23;CLI0372;HIG_Q03;470;9589,38;5699,58;0
2016-03-23;CLI0254;LIM_Q01;378;14764,72;6455,7;0
2016-03-23;CLI0221;LIM_Q02;267;5866,59;3319,12;0
2016-03-24;CLI0262;LIM_Q02;29;1983,07;1014,4;0
2016-03-24;CLI0331;HIG_Q03;360;7022,97;4986,43;0
2016-03-24;CLI0410;DIS_S05;128;9380,84;7321,41;0
2016-03-25;CLI0308;LIM_Q02;273;9932,29;4856,06;0
2016-03-25;CLI0259;LIM_Q02;264;4072,36;2713,39;0
2016-03-25;CLI0477;LIM_Q01;286;7796,01;5441,02;0
2016-03-25;CLI0344;HIG_Q03;146;2538,63;1253,6;3535225,05
2016-03-26;CLI0074;DIS_S05;176;7819,53;4901,29;0
2016-03-26;CLI0125;DIS_S05;174;3938,44;2834,86;0
2016-03-26;CLI0188;HIG_Q03;38;7574,97;3538,85;1786692,88
2016-03-27;CLI0235;DIS_S05;99;1975,02;1452,73;0
2016-03-27;CLI0254;LIM_Q02;476;4094,59;3316,61;0
2016-03-27;CLI0447;LIM_Q01;44;8995,19;5648,72;0
2016-03-27;CLI0321;DIS_S04;246;5433,98;4038,96;0
2016-03-27;CLI0308;LIM_Q01;303;12747,55;8738,83;0
2016-03-28;CLI0474;LIM_Q01;212;7246,42;4623,54;0
2016-03-28;CLI0250;LIM_Q02;237;10070,33;4886,88;0
2016-03-28;CLI0332;HIG_Q03;428;1760,11;1109,55;2146026,09
2016-03-28;CLI0398;DIS_S04;77;4643,81;2889,62;2893783,55
2016-03-29;CLI0345;HIG_Q03;140;5784,46;4836,41;0
2016-03-29;CLI0072;DIS_S04;374;1582,59;1368,42;0
2016-03-30;CLI0394;DIS_S05;328;15560,39;10490,42;3663681,06
2016-03-30;CLI0455;DIS_S05;184;7582,02;6752,36;0
2016-03-30;CLI0115;DIS_S04;163;15777,86;9202,53;0
2016-03-30;CLI0324;LIM_Q02;21;9520,87;6961,42;0
2016-03-30;CLI0235;DIS_S04;120;9830,96;5815,14;0
2016-03-30;CLI0156;LIM_Q02;297;4377,4;3826,63;0
2016-03-31;CLI0228;LIM_Q02;372;2707,99;2200,81;0
2016-03-31;CLI0313;DIS_S05;52;1900,26;1515,06;0
2016-04-01;CLI0322;DIS_S05;214;8505,37;5933,94;0
2016-04-01;CLI0346;DIS_S04;181;4938,21;2549,74;0
2016-04-01;CLI0245;HIG_Q03;303;2470,3;1590,79;0
2016-04-01;CLI0306;LIM_Q01;294;4663,55;3882,07;0
2016-04-01;CLI0014;DIS_S05;320;2393,8;1871,06;4716565,55
2016-04-02;CLI0016;LIM_Q02;61;7010,85;5569,51;0
2016-04-02;CLI0438;HIG_Q03;124;7058,83;4705,35;0
2016-04-03;CLI0427;LIM_Q02;28;1425,38;1070,42;0
2016-04-04;CLI0465;DIS_S04;57;8207,67;6024,86;4287434,04
2016-04-04;CLI0042;DIS_S05;44;7701;4723,37;0
2016-04-06;CLI0110;LIM_Q01;242;7161,39;7137,05;0
2016-04-07;CLI0278;LIM_Q01;228;12698,41;10006,29;1504214,59
2016-04-08;CLI0324;HIG_Q03;119;15617,37;11368,45;0
2016-04-08;CLI0019;LIM_Q01;263;9050,65;4646,08;4492297,48
2016-04-09;CLI0066;DIS_S04;197;14026,57;9413,56;0
2016-04-09;CLI0167;LIM_Q02;40;2788,55;1834,88;0
2016-04-10;CLI0409;DIS_S04;80;2538,96;1278,21;3918151,19
2016-04-10;CLI0310;LIM_Q01;317;4223,07;2839,82;0
2016-04-10;CLI0112;LIM_Q02;316;7075,19;4817,72;0
2016-04-10;CLI0403;HIG_Q03;172;9626,82;5756,47;0
2016-04-10;CLI0073;DIS_S04;268;8579,43;4786,61;0
2016-04-10;CLI0400;HIG_Q03;353;8223,82;5957,9;0
2016-04-11;CLI0274;DIS_S04;65;9253,77;6239,81;0
2016-04-12;CLI0407;LIM_Q02;108;15451,72;11128,12;0
2016-04-12;CLI0373;LIM_Q02;30;4987,69;3306,24;0
2016-04-12;CLI0085;DIS_S04;394;14601,82;7844,49;0
2016-04-13;CLI0139;DIS_S05;117;2638,21;1373,55;0
2016-04-13;CLI0039;DIS_S04;62;14138,77;11224,46;0
2016-04-13;CLI0105;LIM_Q02;15;12401,1;9786,17;0
2016-04-14;CLI0377;DIS_S05;371;6873,68;3870,87;0
2016-04-14;CLI0218;DIS_S04;361;17695,41;8035,48;0
2016-04-14;CLI0123;DIS_S04;56;5854,53;3181,63;0
2016-04-14;CLI0429;LIM_Q02;344;12378,19;6910,93;0
2016-04-14;CLI0447;LIM_Q01;91;2353,92;1673,45;0
2016-04-14;CLI0480;HIG_Q03;455;15080,5;11587,58;0
2016-04-14;CLI0281;HIG_Q03;491;6086,46;3884,05;0
2016-04-14;CLI0324;HIG_Q03;240;1795,88;1131,6;0
2016-04-14;CLI0414;DIS_S05;226;8111,08;3458,8;0
2016-04-15;CLI0393;HIG_Q03;201;11175,17;4927,05;0
2016-04-15;CLI0061;HIG_Q03;250;5689,2;3274,22;0
2016-04-15;CLI0100;LIM_Q02;187;4211,38;3770,67;0
2016-04-15;CLI0307;HIG_Q03;91;7907,9;4659,35;0
2016-04-15;CLI0354;LIM_Q01;296;1493,3;1066,32;0
2016-04-16;CLI0204;LIM_Q01;422;1867,19;1547,18;0
2016-04-18;CLI0486;LIM_Q02;323;7569,4;4172,71;3480862,05
2016-04-18;CLI0258;DIS_S04;152;9171,83;5669,7;1514746,22
2016-04-19;CLI0005;LIM_Q01;288;5633,03;2681,68;0
2016-04-19;CLI0446;HIG_Q03;431;5246,37;3750,16;1589672,09
2016-04-19;CLI0197;HIG_Q03;50;11805,84;7831,64;3220263,48
2016-04-19;CLI0180;DIS_S04;468;1459,63;1230,14;0
2016-04-20;CLI0342;DIS_S05;280;4541,12;4746,46;0
2016-04-20;CLI0133;DIS_S05;96;10884,42;6733,74;0
2016-04-20;CLI0443;HIG_Q03;12;3120,37;2303,82;0
2016-04-21;CLI0253;LIM_Q02;10;3187,09;2710,9;0
2016-04-21;CLI0265;DIS_S05;481;3449,63;2416,38;0
2016-04-21;CLI0324;DIS_S05;220;7709,89;5862,25;0
2016-04-22;CLI0093;LIM_Q02;84;13038,68;8577,23;0
2016-04-22;CLI0150;HIG_Q03;487;4353,07;3294,1;0
2016-04-23;CLI0411;HIG_Q03;404;7283,68;3250,09;0
2016-04-24;CLI0138;HIG_Q03;453;10744,27;7393,76;2227630,83
2016-04-24;CLI0208;DIS_S04;240;3505,93;1979,1;0
2016-04-24;CLI0490;DIS_S05;458;9732,1;4882,65;0
2016-04-25;CLI0134;LIM_Q01;436;5323,94;2990,66;0
2016-04-25;CLI0266;LIM_Q02;472;3054,55;1700,07;0
2016-04-25;CLI0307;DIS_S05;209;8446,28;5523,14;0
2016-04-25;CLI0234;LIM_Q01;269;9706,8;6057,01;0
2016-04-25;CLI0125;LIM_Q01;85;15229,64;9537,54;0
2016-04-25;CLI0061;HIG_Q03;34;2209,45;1201,51;0
2016-04-26;CLI0318;HIG_Q03;103;13146,16;10474,37;0
2016-04-26;CLI0113;LIM_Q01;433;1714,23;1214,51;0
2016-04-26;CLI0389;LIM_Q01;361;2791,43;1954,11;1023958,69
2016-04-26;CLI0378;LIM_Q01;117;5362,57;4100;3449657,77
2016-04-27;CLI0440;DIS_S04;365;10464,08;5836,53;0
2016-04-27;CLI0379;DIS_S04;104;4160,94;2138,88;0
2016-04-27;CLI0191;HIG_Q03;478;5193,27;4148,96;0
2016-04-27;CLI0454;HIG_Q03;364;14928,31;11575,65;0
2016-04-28;CLI0187;DIS_S04;100;8759,26;5693,84;3895448
2016-04-28;CLI0319;LIM_Q01;53;6575,65;4976,3;0
2016-04-28;CLI0367;DIS_S05;465;13436,54;10071,7;0
2016-04-30;CLI0089;HIG_Q03;452;3947,89;3606,01;4105681,24
2016-04-30;CLI0187;DIS_S04;393;6014,35;3826,14;0
2016-05-01;CLI0307;DIS_S05;32;3199,59;1968,47;0
2016-05-01;CLI0434;DIS_S04;199;12235,5;8473,03;0
2016-05-02;CLI0288;LIM_Q01;426;12479,99;8984,13;0
2016-05-02;CLI0376;LIM_Q01;342;5903,77;3295,56;0
2016-05-02;CLI0048;LIM_Q01;320;1756,18;1418,37;0
2016-05-02;CLI0179;LIM_Q02;72;6626,08;5125,15;0
2016-05-02;CLI0360;DIS_S05;243;12093,48;9655,5;0
2016-05-02;CLI0132;DIS_S04;32;5511,73;3005,77;3850832,73
2016-05-02;CLI0123;DIS_S04;195;14066,92;10077,73;0
2016-05-03;CLI0034;DIS_S05;198;8154,53;5151,16;0
2016-05-03;CLI0330;HIG_Q03;492;11511,21;6662,24;0
2016-05-03;CLI0099;LIM_Q02;325;13240,24;5676,59;0
2016-05-03;CLI0180;DIS_S04;112;12896,98;6534,5;0
2016-05-04;CLI0420;HIG_Q03;345;14267,51;8852,54;0
2016-05-04;CLI0070;LIM_Q02;469;12570,69;8835,14;0
2016-05-05;CLI0171;LIM_Q01;198;5952,15;4528,62;0
2016-05-05;CLI0366;DIS_S04;360;12588,24;11225,72;0
2016-05-05;CLI0272;DIS_S04;78;12381,25;11554,67;0
2016-05-05;CLI0059;LIM_Q01;123;7078,78;5209,76;0
2016-05-05;CLI0181;DIS_S04;113;11743,77;5985,69;0
2016-05-06;CLI0226;DIS_S05;354;10758,84;7705,5;0
2016-05-06;CLI0473;DIS_S05;30;1787,95;918,22;0
2016-05-06;CLI0019;DIS_S05;117;13648,93;7455,77;0
2016-05-07;CLI0095;HIG_Q03;396;10244,01;6290,46;0
2016-05-07;CLI0369;LIM_Q01;441;14847,45;10870,23;2921582,42
2016-05-07;CLI0297;DIS_S05;275;4679,72;3328,95;0
2016-05-08;CLI0081;LIM_Q02;352;12617,8;9565,82;2042520,99
2016-05-08;CLI0175;DIS_S05;218;8686,11;4641,16;1961402,38
2016-05-08;CLI0222;HIG_Q03;179;4221,56;2800,46;0
2016-05-08;CLI0103;LIM_Q02;492;2140,1;1663,95;0
2016-05-08;CLI0054;LIM_Q01;482;9584,98;7404,81;0
2016-05-09;CLI0355;DIS_S05;132;4201,54;2519,58;0
2016-05-09;CLI0349;DIS_S05;186;11067,33;8396,6;0
2016-05-09;CLI0318;LIM_Q02;402;8858,19;6844;3313673,23
